	Unnamed: 0	release_site	closest_island	Settled	count
11	11	Majuro	Laysan_West_pinnacle	Settled	34
12	12	Majuro	Maro_Reef	Not close enough	6119
13	13	Majuro	Necker_Island	Not close enough	15
14	14	Majuro	Necker_Island	Settled	15
15	15	Majuro	Raita_Bank	Not close enough	10550
16	16	Majuro	Raita_Bank	Settled	1244
17	17	Majuro	St._Rogatien_Bank	Not close enough	2990
18	18	Majuro	St._Rogatien_Bank	Settled	382
19	19	Majuro	St._Rogatien_SE_Bank_1	Not close enough	16
20	20	Majuro	St._Rogatien_SE_Bank_1	Settled	196
21	21	Majuro	St._Rogatien_SE_Bank_2	Not close enough	36
22	22	Majuro	St._Rogatien_SE_Bank_2	Settled	61
23	23	Majuro	St._Rogatien_SE_Bank_3	Not close enough	331
24	24	Majuro	St._Rogatien_SE_Bank_3	Settled	21
0	0	Rongelap	??	Not close enough	1
1	1	Rongelap	??	Settled	3
2	2	Rongelap	Bank_west_of_St._Rogatien_Bank	Not close enough	4764
3	3	Rongelap	Bank_west_of_St._Rogatien_Bank	Settled	4131
4	4	Rongelap	French_Frigate_Shoals	Not close enough	30356
5	5	Rongelap	French_Frigate_Shoals	Settled	15575
6	6	Rongelap	Gardner_Pinnacles	Not close enough	12937
7	7	Rongelap	Gardner_Pinnacles	Settled	3373
8	8	Rongelap	Hawaii	Not close enough	81
9	9	Rongelap	Johnston_Atoll	Not close enough	191375
10	10	Rongelap	Johnston_Atoll	Settled	4083
11	11	Rongelap	Kahoolawe	Not close enough	90
12	12	Rongelap	Kaula	Not close enough	14552
13	13	Rongelap	Lanai	Not close enough	11
14	14	Rongelap	Lanai	Settled	19
15	15	Rongelap	Maro_Reef	Not close enough	169
16	16	Rongelap	Maro_Reef	Settled	11
17	17	Rongelap	Molokai	Not close enough	2
18	18	Rongelap	Molokai	Settled	60
19	19	Rongelap	NW_Main_Hawaiin_Bank_1	Not close enough	10709
20	20	Rongelap	NW_Main_Hawaiin_Bank_1	Settled	107
21	21	Rongelap	NW_Main_Hawaiin_Bank_2	Not close enough	359
22	22	Rongelap	NW_Main_Hawaiin_Bank_2	Settled	57
23	23	Rongelap	Necker_Island	Not close enough	28852
24	24	Rongelap	Necker_Island	Settled	1709
25	25	Rongelap	Nihoa_Island	Not close enough	198
26	26	Rongelap	Nihoa_Island	Settled	23
27	27	Rongelap	Raita_Bank	Not close enough	1284
28	28	Rongelap	Raita_Bank	Settled	738
29	29	Rongelap	St._Rogatien_Bank	Not close enough	1628
30	30	Rongelap	St._Rogatien_Bank	Settled	8021
31	31	Rongelap	St._Rogatien_SE_Bank_1	Not close enough	320
32	32	Rongelap	St._Rogatien_SE_Bank_1	Settled	9673
33	33	Rongelap	St._Rogatien_SE_Bank_2	Not close enough	817
34	34	Rongelap	St._Rogatien_SE_Bank_2	Settled	6853
35	35	Rongelap	St._Rogatien_SE_Bank_3	Not close enough	7455
36	36	Rongelap	St._Rogatien_SE_Bank_3	Settled	5604
0	0	Kiritimati	Johnston_Atoll	Not close enough	359164
0	0	Pohnpei	Bank_west_of_St._Rogatien_Bank	Not close enough	3
1	1	Pohnpei	French_Frigate_Shoals	Not close enough	4
2	2	Pohnpei	Gardner_Pinnacles	Not close enough	12238
3	3	Pohnpei	Gardner_Pinnacles	Settled	153
4	4	Pohnpei	Johnston_Atoll	Not close enough	2588
5	5	Pohnpei	Laysan_Island	Not close enough	367319
6	6	Pohnpei	Laysan_Island	Settled	195320
7	7	Pohnpei	Laysan_South_Pinnacle	Not close enough	260695
8	8	Pohnpei	Laysan_South_Pinnacle	Settled	161400
9	9	Pohnpei	Laysan_West_pinnacle	Not close enough	94845
10	10	Pohnpei	Laysan_West_pinnacle	Settled	111231
11	11	Pohnpei	Lisianski_Island	Not close enough	47438
12	12	Pohnpei	Lisianski_Island	Settled	10275
13	13	Pohnpei	Maro_Reef	Not close enough	446085
14	14	Pohnpei	Maro_Reef	Settled	303153
15	15	Pohnpei	Pearl_and_Hermes_Atoll	Not close enough	27
16	16	Pohnpei	Pearl_and_Hermes_Atoll	Settled	4
17	17	Pohnpei	Pioneer_Bank	Not close enough	21314
18	18	Pohnpei	Pioneer_Bank	Settled	16678
19	19	Pohnpei	Raita_Bank	Not close enough	102286
20	20	Pohnpei	Raita_Bank	Settled	37499
21	21	Pohnpei	St._Rogatien_Bank	Not close enough	3515
22	22	Pohnpei	St._Rogatien_SE_Bank_3	Not close enough	1930
0	0	Okinawa	Gardner_Pinnacles	Not close enough	906
1	1	Okinawa	Hawaii	Not close enough	25471
2	2	Okinawa	Kauai	Not close enough	128717
3	3	Okinawa	Maui	Not close enough	24316
4	4	Okinawa	Molokai	Not close enough	1974
5	5	Okinawa	NW_Main_Hawaiin_Bank_2	Not close enough	187
6	6	Okinawa	Nihoa_Island	Not close enough	121268
7	7	Okinawa	Oahu	Not close enough	49031
8	8	Okinawa	Pearl_and_Hermes_Atoll	Not close enough	86736
9	9	Okinawa	Raita_Bank	Not close enough	1269394
0	0	Okinawa	Gardner_Pinnacles	Not close enough	1570
1	1	Okinawa	Hawaii	Not close enough	8454
2	2	Okinawa	Kauai	Not close enough	264773
3	3	Okinawa	Maui	Not close enough	65651
4	4	Okinawa	Molokai	Not close enough	3698
5	5	Okinawa	NW_Main_Hawaiin_Bank_2	Not close enough	46
6	6	Okinawa	Nihoa_Island	Not close enough	290920
7	7	Okinawa	Oahu	Not close enough	118612
8	8	Okinawa	Pearl_and_Hermes_Atoll	Not close enough	54689
9	9	Okinawa	Raita_Bank	Not close enough	899587
0	0	Okinawa	Gardner_Pinnacles	Not close enough	7890
1	1	Okinawa	Hawaii	Not close enough	18980
2	2	Okinawa	Kauai	Not close enough	51712
3	3	Okinawa	Maui	Not close enough	78795
4	4	Okinawa	Molokai	Not close enough	2538
5	5	Okinawa	NW_Main_Hawaiin_Bank_2	Not close enough	403
6	6	Okinawa	Nihoa_Island	Not close enough	107257
7	7	Okinawa	Oahu	Not close enough	44601
8	8	Okinawa	Pearl_and_Hermes_Atoll	Not close enough	54076
9	9	Okinawa	Raita_Bank	Not close enough	1341748
0	0	FrenchFrigateShoal	Hawaii	Not close enough	298624
1	1	FrenchFrigateShoal	Johnston_Atoll	Not close enough	67376
0	0	Johnston	Hawaii	Not close enough	7131
1	1	Johnston	Johnston_Atoll	Not close enough	358869
0	0	Wake	??	Not close enough	375
1	1	Wake	??	Settled	53
2	2	Wake	Hawaii	Not close enough	1190533
3	3	Wake	Hawaii	Settled	2200
4	4	Wake	Johnston_Atoll	Not close enough	171713
5	5	Wake	Kahoolawe	Not close enough	2982
6	6	Wake	Kahoolawe	Settled	372
7	7	Wake	Kauai	Not close enough	3355
8	8	Wake	Kauai	Settled	383
9	9	Wake	Kaula	Not close enough	46506
10	10	Wake	Kaula	Settled	21
11	11	Wake	Lanai	Not close enough	5674
12	12	Wake	Lanai	Settled	2963
13	13	Wake	Maui	Not close enough	1
14	14	Wake	Maui	Settled	3478
15	15	Wake	Molokai	Not close enough	24
16	16	Wake	Molokai	Settled	1727
17	17	Wake	NW_Main_Hawaiin_Bank_1	Not close enough	542
18	18	Wake	NW_Main_Hawaiin_Bank_1	Settled	27
19	19	Wake	NW_Main_Hawaiin_Bank_2	Not close enough	30
20	20	Wake	Necker_Island	Not close enough	210
21	21	Wake	Nihoa_Island	Not close enough	34
22	22	Wake	Nihoa_Island	Settled	14
23	23	Wake	Niihau	Not close enough	75
24	24	Wake	Niihau	Settled	58
25	25	Wake	Oahu	Not close enough	21910
26	26	Wake	Oahu	Settled	8740
